申请时间,用户ID,认证年,认证月,认证日,身份证是否存在,是否认证,是否电话认证,认证间隔时间,银行卡数量,储蓄卡比例,信用卡比例,性别,年龄,订单总额,均值,标准差,预留不同电话数量,贷款次数
2017/1/5 17:54,A958137773072236704,2016,3,20,0,1,0,291.0,1,1.0,0.0,0,55,26019.22,650.4805,1446.90822,5,5
2017/3/14 17:00,A166399437944424904,2016,9,3,0,1,1,192.0,3,0.75,0.25,0,47,130.0,65.0,0.0,5,2
2017/1/8 15:52,A368599304747443678,2017,7,31,1,1,1,-204.0,3,0.33333333,0.66666666,1,62,4184.0,2092.0,1549.97806,4,3
2017/3/22 12:02,A851864174093319533,2016,6,18,1,1,1,277.0,2,0.5,0.5,0,38,25878.21,438.613728,1159.62187,5,5
2017/4/9 13:25,A708424188213630426,2015,12,27,1,1,0,469.0,2,1.0,0.0,0,28,177.0,88.5,14.8492424,5,3
2017/3/20 7:32,A436610263254313011,2016,7,5,0,1,0,258.0,1,1.0,0.0,1,53,6260.3,184.12647,321.927713,5,3
2017/4/8 21:33,A503244882840073506,2017,6,3,0,1,1,-56.0,3,0.5,0.5,1,41,301.0,75.25,48.4518661,5,4
2017/3/4 17:10,A678301955236034983,2016,11,15,0,1,1,109.0,1,1.0,0.0,0,42,5598.0,2799.0,0.0,2,5
2017/3/23 17:05,A810451245394352179,2016,8,27,1,1,1,208.0,3,0.66666666,0.33333333,0,27,1377.7,105.976923,88.1270026,4,3
2017/4/9 9:50,A589442933744953704,2016,9,8,0,1,1,213.0,1,1.0,0.0,0,46,484.18,121.045,186.001498,2,3
2017/4/8 20:07,A166275963920555222,2016,8,7,1,1,0,244.0,2,0.5,0.5,1,45,63469.9,1627.43333,5019.88938,5,2
2017/4/18 6:39,A392077976428744300,2017,1,14,1,1,0,94.0,3,0.66666666,0.33333333,1,39,2178.8,167.6,125.295563,1,2
2017/4/16 19:52,A920393427429433421,2014,10,16,1,1,1,913.0,2,0.5,0.5,0,44,11807.0,2361.4,3219.35091,5,5
2016/8/2 22:53,A986586865443921737,2016,4,7,0,1,1,117.0,1,1.0,0.0,1,51,2038.0,407.6,496.491993,2,5
2017/3/27 8:06,A342540259696500497,2017,2,20,1,1,0,35.0,1,1.0,0.0,1,36,7477.4,679.763636,1636.03424,5,3
2016/5/20 13:01,A331342849591597035,2016,7,21,1,1,1,-62.0,1,1.0,0.0,1,28,37048.86,686.09,1312.118,2,2
2017/3/4 13:00,A793933651441488142,2016,6,11,1,1,0,266.0,1,1.0,0.0,0,48,9166.0,4583.0,424.264068,5,4
2017/2/24 12:21,A110087360688829092,2017,6,13,1,1,1,-109.0,3,1.0,0.0,0,65,33645.8,801.090476,1700.38802,4,1
2017/3/23 10:57,A841733938344529763,2017,5,19,0,1,0,-57.0,1,1.0,0.0,1,36,887.0,126.714285,82.6149992,1,2
2017/4/12 17:00,A592038768191483456,2017,1,7,0,1,1,95.0,1,1.0,0.0,1,41,91.0,45.5,19.091883,5,1
2017/3/5 19:16,A418375604752070617,2016,6,11,0,1,1,267.0,1,1.0,0.0,0,39,993.1,90.2818181,67.3989883,1,1
2017/1/9 8:08,A578873690796400692,2017,1,8,0,1,0,1.0,1,1.0,0.0,1,29,10998.0,5499.0,0.0,1,1
2017/2/22 7:36,A309536079212933090,2016,12,31,1,1,1,53.0,1,0.0,1.0,1,60,1100.8,61.1555555,89.3637393,2,5
2017/2/2 0:16,A384734346735753571,2016,10,19,0,1,0,106.0,1,1.0,0.0,0,42,618.0,123.6,60.7889792,2,1
2017/4/8 0:46,A347731950590732422,2016,8,1,1,1,0,250.0,2,1.0,0.0,1,35,1380.41,106.185384,129.941245,1,5
2016/6/21 9:11,A216772228256182281,2016,5,5,1,1,0,47.0,4,0.66666666,0.33333333,1,51,102417.9,2327.67954,2227.21421,5,5
2017/2/21 12:04,A369590256050834596,2015,9,1,1,1,0,539.0,4,0.4,0.6,1,33,11076.0,270.146341,406.296533,1,2
2017/3/5 9:17,A893990951133024724,2016,6,3,1,1,0,275.0,1,0.0,1.0,1,28,12128.15,2021.35833,2814.80808,4,1
2016/9/12 15:07,A137998198752920834,2015,4,22,1,1,0,509.0,3,0.6,0.4,1,53,36159.87,298.8419,1043.57623,1,4
2017/2/21 13:17,A562619282191644001,2016,9,29,0,1,1,145.0,1,1.0,0.0,1,27,73.0,36.5,17.6776695,1,4
2016/5/23 4:45,A294270398316566089,2016,6,1,1,1,0,-9.0,4,0.2,0.8,1,57,1863.0,372.6,741.722859,4,2
2017/4/18 12:45,A169782592215337660,2017,6,5,1,1,1,-48.0,1,1.0,0.0,0,52,128.0,64.0,49.4974746,4,1
2017/3/12 13:30,A467579175215138548,2016,11,8,1,1,1,124.0,1,0.0,1.0,1,28,16401.37,341.695208,549.49704,4,4
2017/4/26 17:38,A475244818865875041,2016,7,19,1,1,0,281.0,4,0.5,0.5,1,37,6881.98,344.099,1146.22302,4,4
2017/4/27 9:11,A687687566136821411,2016,4,13,1,1,1,379.0,1,0.5,0.5,0,27,15241.4,586.207692,967.891869,3,1
2017/3/8 12:45,A707347970870406981,2015,7,5,0,1,0,612.0,3,0.66666666,0.33333333,0,46,353.0,176.5,58.6898628,5,3
2017/3/6 17:33,A415942146858093175,2015,8,23,1,1,1,561.0,3,0.33333333,0.66666666,0,25,20056.0,1542.76923,2160.27082,2,3
2016/10/5 21:24,A232546082412163466,2016,1,7,0,1,1,272.0,2,0.5,0.5,1,62,73916.48,762.025567,1385.75985,3,5
2017/3/4 17:13,A254992076223919836,2015,5,5,0,1,1,669.0,2,1.0,0.0,1,61,36835.96,364.712475,955.253029,2,4
2016/8/27 10:43,A657281500953291525,2017,8,14,0,1,1,-352.0,4,0.5,0.5,0,54,18607.3,930.365,1565.017,5,5
2017/3/4 11:16,A537458345765296538,2016,7,24,0,1,1,223.0,4,0.25,0.75,1,44,224.84,56.21,75.4797005,1,1
2017/4/12 9:32,A429742009930854846,2017,8,6,0,1,1,-116.0,3,1.0,0.0,1,38,5998.0,2999.0,0.0,3,2
2017/3/4 14:40,A230992914542137247,2015,3,5,0,1,0,730.0,3,0.66666666,0.33333333,0,39,11648.3,3882.76666,3353.62366,3,2
2017/2/11 18:02,A416414542039164626,2016,5,23,1,1,1,264.0,5,0.6,0.4,0,53,5115.0,1023.0,1048.15552,1,4
2016/4/28 19:49,A489002237005814127,2016,5,6,1,1,0,-8.0,1,1.0,0.0,1,31,6940.75,347.0375,363.89755,3,4
2016/6/3 16:08,A126084235774856432,2015,8,31,1,1,1,277.0,2,1.0,0.0,1,50,1387.0,693.5,573.463599,5,4
2016/6/21 12:45,A703719020399876078,2016,1,3,0,1,0,170.0,1,1.0,0.0,1,60,1598.0,799.0,0.0,4,5
2016/4/21 20:05,A748041820913365412,2015,6,12,0,1,0,314.0,2,1.0,0.0,0,63,15387.0,7693.5,1846.2558,3,3
2016/11/13 18:01,A151510139576176071,2016,7,31,1,1,0,105.0,3,1.0,0.0,0,44,2201.08,115.846315,112.840511,2,5
2016/5/10 17:34,A346928793819922980,2017,6,1,0,1,0,-387.0,2,0.8,0.2,1,28,3759.0,1879.5,2602.86006,3,4
2017/2/22 18:32,A721999540413137781,2017,3,3,0,1,1,-9.0,1,1.0,0.0,1,27,294.0,147.0,69.2964645,5,2
2017/3/5 10:28,A862946212081483768,2016,9,17,0,1,1,169.0,1,0.0,1.0,0,44,1413.0,471.0,162.631485,3,3
2017/4/6 13:27,A707050834487514045,2017,3,13,0,1,0,24.0,3,1.0,0.0,0,50,5833.2,416.657142,532.643601,2,2
2017/4/27 22:41,A144894195702789670,2016,12,26,0,1,1,122.0,1,1.0,0.0,0,43,20.0,10.0,0.0,5,1
2016/4/27 20:44,A338520782026479294,2016,2,2,0,1,1,85.0,5,0.5,0.5,1,43,10896.7,990.60909,1660.87386,2,3
2016/10/5 18:09,A691539951079819029,2016,7,17,1,1,1,80.0,1,1.0,0.0,0,44,59.88,9.98,1.95e-15,3,3
2017/3/14 22:36,A519482775164866167,2017,3,9,1,1,1,5.0,2,0.5,0.5,0,64,1082.0,216.4,212.391854,4,4
2017/4/27 11:25,A963998908852653795,2017,8,12,0,1,1,-107.0,4,0.28571428,0.71428571,1,64,1447.17,53.5988888,43.33767,1,4
2017/1/19 5:33,A512279835242349029,2017,6,30,0,1,1,-162.0,1,1.0,0.0,1,64,205.5,41.1,22.5228772,2,1
2017/3/6 11:17,A199307863771187037,2016,12,13,0,1,1,83.0,1,1.0,0.0,1,36,486.0,121.5,114.660368,3,1
2016/5/17 10:34,A210909627024927623,2015,10,27,0,1,0,203.0,2,0.5,0.5,1,46,12743.32,212.388666,460.00452,2,2
2017/3/23 17:23,A970461612223853918,2017,7,15,0,1,0,-114.0,4,0.25,0.75,0,53,22772.15,303.628666,934.752609,4,1
2017/4/6 17:11,A545358047203118509,2016,8,24,1,1,0,225.0,2,1.0,0.0,0,31,24474.3,789.493548,1644.75406,3,3
2016/4/16 9:37,A599265369179447620,2015,4,23,0,1,1,359.0,2,0.5,0.5,1,25,23955.43,237.182475,618.235018,5,3
2017/4/24 19:44,A935764789260798255,2015,9,9,0,1,1,593.0,2,0.5,0.5,1,64,3669.8,524.257142,1223.78485,2,1
2017/4/6 15:21,A146042618392234952,2016,9,13,1,1,1,205.0,4,0.5,0.5,0,25,5985.9,997.65,2108.63628,4,5
2017/3/4 13:52,A753927880273303390,2015,12,21,1,1,1,439.0,2,1.0,0.0,1,39,34372.48,167.670634,507.753869,3,5
2017/4/27 17:49,A562457650534936749,2017,7,26,1,1,0,-90.0,2,1.0,0.0,0,41,973.0,324.333333,43.8786204,3,4
2017/3/28 12:56,A202073335429691537,2017,11,27,0,1,0,-244.0,2,1.0,0.0,0,34,70073.96,496.978439,989.987187,4,3
2017/4/12 18:31,A644121564178369816,2017,8,10,1,1,0,-120.0,5,0.42857142,0.57142857,0,32,42052.89,266.157531,733.72308,4,1
2017/3/5 17:10,A308337503652961465,2016,7,30,0,1,0,218.0,2,0.5,0.5,0,49,15959.0,3989.75,2485.1718,2,3
2017/4/25 10:12,A972558142367258830,2016,2,19,1,1,1,431.0,4,0.4,0.6,0,39,12426.57,225.937636,344.629516,5,3
2017/3/25 12:59,A491478293593848966,2017,9,17,1,1,0,-176.0,1,1.0,0.0,1,44,6018.9,668.766666,1882.38919,2,2
2017/4/9 16:17,A152912647160728853,2016,6,10,0,1,1,303.0,2,1.0,0.0,0,42,25260.2,742.947058,1564.79513,3,4
2016/6/19 14:57,A317284281604443429,2016,5,22,0,1,0,28.0,2,1.0,0.0,1,63,2311.0,256.777777,650.013101,3,2
2017/3/5 22:09,A877729498520643790,2015,8,7,0,1,1,576.0,3,0.33333333,0.66666666,1,63,17977.12,285.351111,721.265264,4,2
2017/3/18 18:10,A816814267654714399,2016,11,13,0,1,1,125.0,2,0.5,0.5,0,58,1548.4,38.71,45.9006706,1,5
2017/3/21 15:55,A316326721308616833,2016,11,1,0,1,1,140.0,3,0.5,0.5,0,65,14249.0,2035.57142,2683.69595,1,2
2017/4/9 16:17,A721403782731872424,2016,6,10,1,1,1,303.0,2,1.0,0.0,1,34,25260.2,742.947058,1564.79513,2,2
2017/3/1 6:26,A778936682031793281,2017,6,17,0,1,0,-108.0,3,0.66666666,0.33333333,1,65,50964.64,599.584,1272.33774,5,3
2017/3/31 11:56,A925715267753450886,2016,6,20,1,1,1,284.0,1,1.0,0.0,1,60,74.0,37.0,1.41421356,1,2
2017/1/17 23:40,A615034945966854754,2016,4,29,1,1,0,263.0,4,0.4,0.6,0,35,39305.14,93.5836666,274.568195,3,3
2017/4/28 21:51,A295558026718950989,2016,4,15,0,1,1,378.0,1,1.0,0.0,0,37,1813.0,54.9393939,54.5566674,4,5
2017/3/31 10:20,A670251088137351570,2016,5,25,0,1,1,310.0,4,0.14285714,0.85714285,0,47,1276.0,319.0,528.0,4,4
2017/4/2 14:25,A281958541828797499,2016,8,21,1,1,1,224.0,2,1.0,0.0,1,30,12609.53,1050.79416,1895.70945,1,1
2017/3/14 17:07,A664911224325884247,2017,8,10,1,1,1,-149.0,2,0.5,0.5,1,35,17336.7,825.557142,1710.38399,5,1
2017/3/11 14:44,A465376097567928947,2016,6,4,0,1,1,280.0,1,1.0,0.0,0,40,24.8,12.4,3.5355339,5,3
2017/3/3 2:16,A616954706395625393,2016,8,16,1,1,1,199.0,2,0.33333333,0.66666666,1,64,168.9,84.45,48.8610785,4,2
2017/3/4 13:00,A171328641303641508,2016,6,11,1,1,0,266.0,1,1.0,0.0,0,46,9166.0,4583.0,424.264068,1,4
2017/3/23 12:37,A498325943191600017,2016,4,6,1,1,0,351.0,5,0.5,0.5,1,42,393.9,196.95,241.901229,4,1
2017/3/7 22:39,A120257453428340546,2016,12,12,1,1,1,85.0,1,1.0,0.0,0,47,2676.7,535.34,1042.01104,4,4
2017/3/5 9:17,A479836809634803149,2016,6,3,1,1,0,275.0,1,0.0,1.0,1,62,12128.15,2021.35833,2814.80808,4,5
2016/8/23 17:18,A113288269618783245,2014,8,24,1,1,1,730.0,3,0.75,0.25,1,40,44306.22,295.3748,774.053695,5,5
2017/3/11 8:34,A856410659943816048,2016,9,16,0,1,1,176.0,1,1.0,0.0,1,61,317.0,158.5,106.773124,1,3
2017/3/10 19:57,A429733885593446854,2017,6,18,1,1,0,-100.0,1,1.0,0.0,1,33,1544.5,128.708333,97.2535062,4,4
2017/3/12 9:37,A143486632270020383,2017,5,23,0,1,0,-72.0,2,0.66666666,0.33333333,0,46,80150.96,1541.36461,5381.45977,3,1
2016/4/8 13:36,A350007535932748244,2015,12,22,1,1,0,108.0,3,0.66666666,0.33333333,1,35,5731.0,2865.5,3984.54671,1,2
2017/3/14 20:46,A144808449154341950,2015,7,26,0,1,1,597.0,3,0.66666666,0.33333333,1,42,5623.28,702.91,1184.79452,2,2
2016/8/27 9:39,A649622196030429290,2015,6,26,0,1,1,428.0,5,0.33333333,0.66666666,0,25,3796.5,292.038461,307.177819,5,1
2017/3/7 5:53,A151582108164809347,2017,5,13,0,1,1,-67.0,5,0.4,0.6,1,38,64093.69,251.347803,534.740106,4,3
2017/3/30 9:45,A544531779835137056,2017,5,7,0,1,1,-38.0,2,0.5,0.5,1,48,1020.8,127.6,120.213583,4,5
2017/3/27 20:40,A730173952712015334,2016,8,31,1,1,0,208.0,1,1.0,0.0,1,46,6249.78,260.4075,279.193817,1,4
2017/1/5 4:24,A387773549549986858,2016,9,27,1,1,1,100.0,2,1.0,0.0,1,56,274.88,137.44,116.757471,4,1
2017/3/4 21:30,A495795605720272443,2016,10,28,0,1,1,127.0,3,0.33333333,0.66666666,0,58,2408.9,401.483333,929.59858,2,1
2017/3/6 18:11,A701141822458764754,2016,12,23,0,1,1,73.0,4,0.75,0.25,0,63,430.18,43.018,19.431078,3,2
2017/3/5 1:01,A871789951205603613,2016,9,11,0,1,0,175.0,2,1.0,0.0,1,38,8494.06,707.838333,1571.21881,4,5
2017/3/24 11:34,A294960775341208758,2017,2,19,0,1,0,33.0,1,1.0,0.0,1,58,4608.9,1152.225,1283.30474,4,3
2017/3/21 5:31,A638035161131015447,2017,6,22,0,1,1,-93.0,5,0.33333333,0.66666666,0,34,26199.0,2911.0,2112.07119,1,3
2017/3/17 22:05,A351469587949066264,2017,7,13,0,1,0,-118.0,1,1.0,0.0,0,29,2094.9,523.725,983.516694,3,4
2017/3/18 16:44,A233484733455279109,2016,10,26,0,1,1,143.0,4,0.0,1.0,0,48,2272.0,284.0,502.283718,3,5
2016/9/8 19:36,A324459629737601624,2016,9,26,1,1,0,-18.0,1,1.0,0.0,1,29,9497.0,3165.66666,57.7350269,3,1
2017/2/3 15:30,A578865547607439517,2016,6,14,0,1,0,234.0,1,1.0,0.0,1,37,993.7,82.8083333,32.0783829,4,3
2017/3/26 19:05,A834955016393719405,2017,5,24,0,1,0,-59.0,2,1.0,0.0,0,32,1221.1,122.11,85.6000188,5,5
2017/2/12 18:09,A717270895433100269,2016,1,3,1,1,1,406.0,4,0.5,0.5,1,31,14480.7,1448.07,1438.59721,3,4
2017/4/12 18:11,A847758295220487247,2016,6,28,0,1,1,288.0,2,0.5,0.5,1,40,6442.8,2147.6,3681.87972,4,3
2017/3/15 21:45,A981999467594882040,2017,7,31,0,1,1,-138.0,3,0.4,0.6,1,57,8096.7,449.816666,517.436806,1,4
2017/3/26 7:53,A274830434820964477,2017,6,6,0,1,1,-72.0,2,0.5,0.5,0,25,11633.4,1661.91428,2355.98594,4,2
2017/3/7 22:26,A340298509314922814,2016,10,5,0,1,1,153.0,6,0.16666666,0.83333333,0,27,11896.6,699.8,1213.79439,2,1
2017/1/17 23:40,A281385196334117180,2016,7,11,1,1,1,190.0,2,0.66666666,0.33333333,1,40,538.0,269.0,42.4264068,4,2
2017/2/27 14:14,A864590933533452089,2016,6,28,1,1,1,244.0,3,0.33333333,0.66666666,1,32,664.0,132.8,62.3594419,1,3
2017/1/6 10:17,A970625750662243461,2016,7,6,0,1,0,184.0,1,1.0,0.0,0,57,341.0,113.666666,38.682468,2,5
2016/8/27 19:56,A230740481275120175,2016,8,11,1,1,1,16.0,2,1.0,0.0,0,56,12938.9,497.65,767.571275,5,4
2017/1/24 14:12,A873394069841430977,2015,3,4,1,1,0,692.0,4,0.42857142,0.57142857,1,48,155368.98,2251.72434,2228.10231,5,4
2017/3/16 12:48,A472400381538821260,2016,4,28,0,1,1,322.0,1,1.0,0.0,1,43,11187.0,5593.5,1123.59267,1,4
2016/6/21 12:45,A880758009734048339,2016,1,3,1,1,1,170.0,1,1.0,0.0,0,42,1598.0,799.0,0.0,2,4
2017/3/5 14:30,A866637321150315773,2017,7,6,1,1,0,-123.0,1,1.0,0.0,0,52,5000.0,2500.0,3535.5339,3,5
2016/9/20 21:06,A559576122575971746,2016,8,31,1,1,0,20.0,1,1.0,0.0,0,39,13162.0,2632.4,3210.39659,4,4
2017/3/13 21:44,A525339185409430058,2016,8,7,0,1,0,218.0,1,0.5,0.5,1,65,7986.0,159.72,128.669532,1,3
2017/3/25 8:48,A716985027187466707,2015,4,16,1,1,0,709.0,4,0.8,0.2,0,45,74549.14,300.601371,560.773775,3,3
2017/4/1 7:28,A613649463535168924,2015,7,24,1,1,0,617.0,3,0.33333333,0.66666666,0,64,15227.28,155.380408,255.670517,5,4
2017/1/10 15:53,A937112223817504893,2017,9,26,1,1,0,-259.0,7,0.44444444,0.55555555,1,53,13544.19,237.617368,262.912465,5,5
2016/7/22 14:06,A187908670091929041,2015,6,19,0,1,1,399.0,5,0.4,0.6,0,59,45924.74,298.212597,902.782885,2,4
2017/3/3 0:57,A930752449432772595,2015,2,15,0,1,1,747.0,4,0.4,0.6,0,48,65437.67,414.162468,897.295135,1,4
2017/4/27 22:17,A848083422925459612,2017,1,3,0,1,1,114.0,1,1.0,0.0,0,30,35.7,17.85,2.75771644,2,3
2016/10/29 23:38,A734325118220767117,2016,9,12,1,1,0,47.0,1,1.0,0.0,1,27,18101.9,1810.19,2547.97893,2,1
2016/7/8 17:27,A735717370763654046,2015,6,28,1,1,1,376.0,2,0.5,0.5,0,63,18636.6,1035.36666,1923.52009,2,2
2016/4/30 22:34,A408473999333329579,2016,4,1,1,1,1,29.0,4,0.75,0.25,1,26,912.54,70.1953846,87.7782411,3,1
2016/12/5 15:05,A586402591925040961,2015,2,14,1,1,1,660.0,4,0.5,0.5,0,38,68821.63,893.787402,1869.88412,1,1
2017/3/22 16:20,A116526969160319853,2016,11,13,0,1,0,129.0,2,0.5,0.5,1,59,788.0,262.666666,271.619832,4,4
2017/4/11 22:36,A174200842184709666,2017,7,20,0,1,0,-100.0,1,1.0,0.0,1,40,7486.8,394.042105,795.186813,3,2
2017/2/25 11:15,A153972267779708400,2015,3,1,1,1,0,727.0,5,0.28571428,0.71428571,1,38,140925.3,317.399324,729.742592,5,5
2017/1/9 22:54,A973998873152158005,2016,10,23,1,1,0,78.0,3,0.33333333,0.66666666,1,44,26379.9,1146.95217,2310.02014,3,5
2017/2/27 17:46,A128994410384572766,2017,1,15,0,1,1,43.0,1,1.0,0.0,0,49,358.0,179.0,0.0,5,3
2017/4/26 17:09,A810368870399213565,2016,8,29,1,1,0,240.0,2,1.0,0.0,0,63,941.8,117.725,130.580372,5,4
2016/11/27 23:38,A424861000527228429,2017,8,23,1,1,1,-269.0,3,0.66666666,0.33333333,0,38,69398.9,1692.65609,2249.39815,4,5
2017/4/22 23:46,A781469917671159463,2017,1,24,0,1,1,88.0,1,1.0,0.0,0,46,11197.9,273.119512,495.823482,2,1
2017/3/1 18:20,A444217252534707414,2017,6,1,1,1,0,-92.0,1,1.0,0.0,1,36,824.0,137.333333,179.15096,5,1
2016/10/13 11:23,A766802054704689065,2015,6,10,0,1,0,491.0,5,0.42857142,0.57142857,0,27,45229.55,628.188194,2203.00277,3,2
2017/4/3 19:13,A112532722144718156,2016,9,7,1,1,1,208.0,1,1.0,0.0,1,46,765.0,255.0,98.726896,4,4
2017/1/20 8:53,A369132642030503352,2016,3,26,1,1,1,300.0,3,0.66666666,0.33333333,1,47,13362.9,703.310526,889.344039,5,1
2017/3/5 15:57,A471430790163468923,2016,8,27,0,1,0,190.0,1,1.0,0.0,1,46,123.95,61.975,17.005918,3,2
2017/4/13 12:12,A569470372926929167,2016,9,9,1,1,0,216.0,1,1.0,0.0,1,46,7913.0,2637.66666,3412.96371,5,3
2017/4/9 17:53,A870076363938502122,2016,10,5,0,1,0,186.0,1,1.0,0.0,0,46,316.0,158.0,0.0,5,3
2016/12/29 22:20,A207487140701039016,2016,3,16,1,1,0,288.0,1,1.0,0.0,1,35,16864.0,5621.33333,57.7350269,4,5
2017/3/1 7:32,A645034965546227064,2017,1,5,0,1,0,55.0,1,0.5,0.5,1,46,11996.5,2999.125,0.25,1,3
2016/11/25 12:03,A909045332942255266,2017,6,15,1,1,0,-202.0,4,0.5,0.5,1,60,22280.0,353.650793,530.561402,5,2
2016/5/23 3:39,A762369637868628966,2016,7,6,0,1,1,-44.0,4,0.25,0.75,0,40,1707.0,142.25,77.4738959,5,4
2017/3/5 10:28,A153146093542232562,2016,9,17,1,1,0,169.0,1,0.0,1.0,1,45,1413.0,471.0,162.631485,1,1
2017/3/30 18:04,A100304234939883747,2016,7,24,0,1,1,249.0,4,0.75,0.25,0,64,524.9,174.966666,197.505704,5,4
2017/3/8 0:32,A912402616573183216,2017,5,6,0,1,1,-59.0,1,1.0,0.0,0,36,126.8,25.36,10.5519192,4,3
2017/4/29 20:21,A945478351902079917,2017,2,13,1,1,0,75.0,1,0.0,1.0,1,48,9777.0,3259.0,2821.51076,1,2
2016/4/8 12:36,A208384565949293759,2016,12,12,1,1,1,-248.0,1,1.0,0.0,0,52,211.0,70.3333333,13.2790561,2,3
2017/2/2 5:30,A810779427716505085,2017,7,18,0,1,0,-166.0,4,0.8,0.2,1,61,19780.77,224.781477,728.94942,2,5
2016/7/8 14:33,A729726711449292955,2016,4,7,0,1,1,92.0,5,0.71428571,0.28571428,0,33,23586.3,1241.38421,1564.87351,4,4
2017/3/24 8:09,A983393416670962193,2016,12,31,1,1,1,83.0,1,1.0,0.0,1,32,8874.56,170.664615,287.474438,5,1
2016/4/15 15:43,A734025504301013270,2015,6,4,1,1,0,316.0,6,0.16666666,0.83333333,0,40,79828.65,831.548437,1422.4201,4,2
2017/4/3 9:13,A528449054114665416,2016,10,28,0,1,0,157.0,2,0.5,0.5,1,33,27443.9,1444.41578,1675.83441,2,5
2017/3/4 9:34,A841639222026498647,2016,4,22,0,1,1,316.0,4,0.6,0.4,0,43,6901.06,181.606842,340.59891,5,4
2017/3/5 22:49,A688638198249479502,2016,12,24,1,1,0,71.0,4,0.5,0.5,0,26,13966.18,349.1545,904.796481,3,5
2016/4/30 22:34,A474428987985410257,2016,4,1,1,1,0,29.0,4,0.75,0.25,0,62,912.54,70.1953846,87.7782411,1,1
2017/4/6 18:55,A486563386844285361,2016,10,3,0,1,1,185.0,2,1.0,0.0,1,38,2757.7,459.616666,582.98151,5,2
2016/11/25 9:22,A900153036674095725,2015,11,2,0,1,0,389.0,4,0.33333333,0.66666666,1,48,61429.51,1096.95553,2194.46588,1,5
2017/3/23 11:10,A816324293749648235,2016,7,16,0,1,1,250.0,2,0.5,0.5,1,39,5097.0,2548.5,3464.11612,2,1
2017/3/5 15:22,A596563878029069333,2017,7,2,0,1,0,-119.0,3,0.75,0.25,1,44,5344.4,314.37647,635.666498,5,2
2017/3/6 11:05,A154231768558824432,2017,6,25,0,1,0,-111.0,2,1.0,0.0,0,44,19837.4,2204.15555,2249.59347,1,2
2016/6/25 11:07,A559056888999653193,2016,7,1,0,1,0,-6.0,2,0.5,0.5,0,36,21280.9,1773.40833,2849.41634,5,3
2016/7/8 17:27,A732144995462638726,2015,6,28,1,1,1,376.0,2,0.5,0.5,0,29,18636.6,1035.36666,1923.52009,4,5
2017/4/9 19:55,A923425539528780378,2016,6,29,1,1,1,284.0,2,0.5,0.5,0,48,931.5,77.625,47.8725604,4,4
2017/3/8 21:45,A623963035298900266,2016,7,6,0,1,1,245.0,3,0.66666666,0.33333333,0,25,28176.14,385.97452,675.529954,4,4
2016/12/15 15:48,A840543251254434162,2016,12,4,1,1,0,11.0,2,0.5,0.5,1,45,350.5,50.0714285,25.9840152,4,3
2017/4/27 20:29,A137166829509755572,2017,3,24,0,1,1,34.0,1,1.0,0.0,0,65,8113.0,368.772727,760.304884,4,4
2017/4/25 11:00,A726340100269044662,2016,9,20,0,1,0,217.0,2,0.5,0.5,1,62,346.7,69.34,31.2763169,1,3
2017/3/24 22:37,A926193371722882424,2016,12,30,1,1,0,84.0,2,0.5,0.5,0,33,698.0,349.0,70.7106781,3,5
2016/12/19 14:08,A485581660930248981,2016,12,3,0,1,0,16.0,2,1.0,0.0,1,56,13919.05,316.342045,911.508932,5,3
2017/4/27 19:32,A433136968914645342,2017,7,17,0,1,0,-81.0,2,1.0,0.0,0,47,716.46,32.5663636,34.8399974,5,5
2016/11/14 8:30,A472707345428779108,2016,8,24,0,1,0,82.0,1,1.0,0.0,1,55,791.8,131.966666,66.7856771,3,5
2016/4/25 10:00,A828340281975482536,2016,5,27,0,1,0,-32.0,1,1.0,0.0,1,53,1894.09,32.1032203,31.6176503,1,4
2017/4/27 23:19,A874676534311109324,2017,7,18,0,1,1,-82.0,4,0.33333333,0.66666666,0,57,12089.9,575.709523,802.197916,3,4
2017/4/25 10:47,A440569920800260540,2017,2,26,1,1,1,58.0,1,1.0,0.0,0,27,4570.4,97.2425531,89.1757028,1,3
2017/3/4 21:39,A489147236343190167,2017,8,18,1,1,0,-167.0,1,1.0,0.0,1,35,1644.48,205.56,232.153902,5,4
2017/2/19 17:28,A329640400813411496,2017,8,4,1,1,1,-166.0,3,0.6,0.4,1,60,37054.29,1277.73413,2226.10541,3,3
2017/3/6 20:53,A837548943174022972,2015,8,7,1,1,0,577.0,2,0.66666666,0.33333333,0,58,12741.37,227.524464,768.004711,1,4
2017/3/12 10:16,A824180402479448771,2017,1,6,1,1,0,65.0,1,1.0,0.0,1,37,958.9,79.9083333,58.3011844,5,2
2016/6/27 13:30,A798584116881691107,2016,4,24,0,1,1,64.0,1,1.0,0.0,1,25,407.8,58.2571428,26.5341828,2,5
2017/4/15 20:46,A522448896049328700,2017,9,24,0,1,0,-162.0,2,0.75,0.25,0,61,135130.45,1851.10205,2559.09389,5,5
2017/3/5 17:54,A854960672662174296,2016,12,23,0,1,0,72.0,1,1.0,0.0,1,64,11586.4,891.261538,2067.44643,1,5
2017/3/12 8:40,A183071362386430466,2016,6,15,1,1,0,270.0,3,0.66666666,0.33333333,1,52,6478.0,231.357142,374.045316,4,4
2017/2/13 11:54,A544691785035915479,2016,11,24,1,1,1,81.0,2,0.5,0.5,0,38,12457.6,355.931428,595.159554,2,3
