用户ID,认证间隔时间,银行卡数量,储蓄卡比例,信用卡比例,性别,年龄,订单总额,均值,标准差,预留不同电话数量,贷款次数,数据来源标识,审核标识
A618537421394415624,-70.0,1,1.0,0.0,1.0,21,38956.86,246.562405,731.656824,12.0,0,1,1.0
A618080172691689736,241.0,2,0.75,0.25,0.0,0,8683.11,377.526521,827.884635,4.0,0,1,1.0
A633096810428109064,119.0,1,1.0,0.0,0.0,0,1556.2,97.2625,71.638173,2.0,0,1,1.0
A636829650147873032,-34.0,2,1.0,0.0,1.0,48,246.0,82.0,40.3608721,1.0,0,1,1.0
A629582015561208072,98.0,2,1.0,0.0,0.0,0,20965.0,2329.44444,1703.36447,2.0,0,1,1.0
A627579775409459208,231.0,3,0.75,0.25,0.0,24,4350.49,197.749545,207.535702,4.0,1,1,1.0
A618547114531623176,180.0,1,1.0,0.0,0.0,0,24718.33,231.012429,372.659968,22.0,0,1,1.0
A620896850018308360,-5.0,1,1.0,0.0,0.0,0,1766.5,252.357142,95.2036038,2.0,0,1,1.0
A636305960968655112,403.0,4,0.33333333,0.66666666,0.0,0,7161.17,166.538837,561.078742,7.0,0,1,1.0
A619290999276966152,1042.0,5,0.55555555,0.44444444,1.0,0,955.0,191.0,31.144823,1.0,0,1,1.0
A628595398960746760,276.0,2,1.0,0.0,0.0,0,16076.07,214.3476,829.350812,4.0,0,1,1.0
A633659396894756872,253.0,4,0.25,0.75,1.0,35,43741.91,428.842254,1732.78244,11.0,0,1,1.0
A623819348586270984,314.0,2,0.5,0.5,1.0,23,8853.0,1264.71428,1270.9833,1.0,0,1,1.0
A628180027590053896,330.0,1,1.0,0.0,0.0,0,3699.9,217.641176,145.922543,4.0,0,1,1.0
A636821071001030664,-10.0,2,1.0,0.0,1.0,26,15010.8,790.042105,1167.73994,4.0,0,1,1.0
A636881869283004680,259.0,3,0.75,0.25,1.0,19,41063.72,540.312105,1074.05351,4.0,0,1,1.0
A623559530361393416,161.0,1,1.0,0.0,0.0,0,247.9,49.58,28.9893428,1.0,0,1,1.0
A635410602080079880,259.0,3,0.33333333,0.66666666,0.0,30,1937.8,322.966666,239.866143,3.0,0,1,1.0
A632657255455527176,530.0,2,0.5,0.5,0.0,0,44470.43,393.543628,949.781391,6.0,0,1,1.0
A620048716467802376,-14.0,3,0.5,0.5,0.0,0,18881.6,309.534426,551.32428,4.0,50,1,1.0
A631617326541705224,439.0,1,1.0,0.0,0.0,0,5010.28,263.698947,303.641706,2.0,0,1,1.0
A618665932092346632,-90.0,1,1.0,0.0,0.0,0,19.0,1.9,1.66332999,1.0,0,1,1.0
A633961560032677896,7.0,1,1.0,0.0,0.0,0,5673.8,378.253333,539.785503,1.0,0,1,1.0
A630946408643432712,29.0,1,1.0,0.0,0.0,19,750.9,93.8625,62.7735826,2.0,0,1,1.0
A620258097071394824,-11.0,1,1.0,0.0,0.0,0,628.0,314.0,247.487373,1.0,0,1,1.0
A629558583477932296,166.0,1,1.0,0.0,0.0,0,1735.0,192.777777,232.121615,2.0,0,1,1.0
A636736646624055304,-47.0,1,1.0,0.0,0.0,0,3338.0,1669.0,2148.1904,1.0,0,1,1.0
A623188365310693384,70.0,1,1.0,0.0,0.0,0,44.7,14.9,1.7320508,1.0,0,1,1.0
A632034758909497352,-22.0,1,1.0,0.0,0.0,0,13607.0,4535.66666,6464.49335,1.0,0,1,1.0
A638254900559483144,622.0,2,1.0,0.0,0.0,33,17521.9,208.594047,711.139632,4.0,0,1,1.0
A617862550549172488,-88.0,4,0.75,0.25,0.0,0,79765.92,927.510697,1705.92683,4.0,0,1,1.0
A623802600998834440,-22.0,2,0.5,0.5,1.0,25,2628.6,292.066666,247.590286,1.0,0,1,1.0
A616800737636126984,338.0,2,0.5,0.5,1.0,40,7787.88,173.064,436.868357,1.0,2,1,1.0
A622289307196985608,-28.0,1,1.0,0.0,0.0,30,6170.0,2056.66666,3491.24223,1.0,0,1,1.0
A624318303887691784,-138.0,1,1.0,0.0,1.0,36,4315.4,196.154545,234.829591,1.0,0,1,1.0
A618511723397124360,560.0,3,0.66666666,0.33333333,1.0,27,31404.3,570.987272,1371.51197,3.0,0,1,1.0
A631733154293485832,131.0,3,0.33333333,0.66666666,0.0,22,31089.15,261.253361,790.301228,4.0,0,1,1.0
A638093788207649032,-35.0,1,1.0,0.0,0.0,0,14502.4,254.42807,609.655782,3.0,0,1,1.0
A622419219824250888,604.0,3,0.5,0.5,1.0,2,29163.7,694.373809,969.848165,3.0,0,1,1.0
A622018316621320200,493.0,2,1.0,0.0,0.0,29,27730.38,308.115333,787.283536,7.0,10,1,1.0
A622342615693529096,194.0,2,1.0,0.0,0.0,0,8295.2,1036.9,2369.03637,3.0,0,1,1.0
A623091742421291272,50.0,1,1.0,0.0,0.0,0,14891.45,425.47,1107.17592,5.0,0,1,1.0
A620651137204228104,323.0,1,1.0,0.0,0.0,0,863.7,57.58,47.9092028,3.0,11,1,1.0
A632047780000436232,324.0,1,1.0,0.0,0.0,0,2827.0,1413.5,1959.39289,1.0,0,1,1.0
A626799237555818504,323.0,2,1.0,0.0,1.0,0,5927.33,109.76537,135.713743,2.0,6,1,1.0
A630903117940002824,362.0,1,1.0,0.0,0.0,24,15284.4,268.147368,506.331438,5.0,0,1,1.0
A637892625243836424,-17.0,1,1.0,0.0,0.0,0,2663.11,204.854615,207.270083,3.0,5,1,1.0
A637375553392873480,161.0,2,0.33333333,0.66666666,1.0,30,7535.5,215.3,543.624449,7.0,0,1,1.0
A625929438982311944,-37.0,1,1.0,0.0,0.0,0,1979.0,329.833333,730.001484,1.0,0,1,1.0
A633896111911735560,97.0,1,1.0,0.0,0.0,0,1967.0,983.5,1153.29116,2.0,0,1,1.0
A628781809844359432,156.0,1,1.0,0.0,0.0,0,32688.0,10896.0,866.025403,1.0,0,1,1.0
A623560522003910920,-14.0,1,0.5,0.5,0.0,0,12063.0,3015.75,2221.17557,1.0,2,1,1.0
A621845325178474760,242.0,1,1.0,0.0,0.0,22,37740.8,618.701639,1185.94459,2.0,0,1,1.0
A628626535628149000,187.0,2,1.0,0.0,0.0,0,2881.3,137.204761,105.8325,2.0,0,1,1.0
A630608626964238344,-91.0,5,0.5,0.5,0.0,21,53366.28,221.436846,552.542404,17.0,327,1,1.0
A636884518799675400,255.0,3,0.33333333,0.66666666,1.0,23,942.6,85.690909,88.4184308,3.0,0,1,1.0
A636181281608044808,706.0,1,0.5,0.5,0.0,0,14898.3,876.370588,1787.46736,1.0,0,1,1.0
A623773992037126408,212.0,3,0.25,0.75,1.0,30,11135.0,231.979166,424.023649,5.0,0,1,1.0
A634527434783330568,372.0,2,1.0,0.0,0.0,0,19290.63,521.368378,1093.94605,5.0,0,1,1.0
A633869201508929544,346.0,4,0.5,0.5,1.0,33,106466.89,481.750633,950.04919,13.0,0,1,1.0
A619455157431701512,23.0,1,1.0,0.0,0.0,0,15219.9,3804.975,3703.90399,1.0,0,1,1.0
A636673920186978568,711.0,3,0.5,0.5,0.0,28,54941.85,631.515517,1230.75237,6.0,0,1,1.0
A631025554010673416,365.0,1,1.0,0.0,0.0,0,2305.0,461.0,291.231008,2.0,0,1,1.0
A628887455864459272,505.0,1,1.0,0.0,0.0,23,71885.18,1996.81055,2317.95441,2.0,0,1,1.0
A631886324403540232,209.0,2,1.0,0.0,0.0,0,295.0,42.1428571,48.5054587,1.0,0,1,1.0
A638277160460620040,-52.0,1,1.0,0.0,0.0,0,1442.94,480.98,594.7521,2.0,0,1,1.0
A629528604908195848,268.0,1,1.0,0.0,1.0,32,5996.0,2998.0,0.0,1.0,0,1,1.0
A617950309724983560,255.0,2,1.0,0.0,0.0,0,2897.0,1448.5,1908.4812,1.0,0,1,1.0
A636058869008699400,230.0,3,0.5,0.5,0.0,0,2787.8,13.7330049,33.703363,1.0,0,1,1.0
A634419494546051080,-83.0,4,0.5,0.5,0.0,0,10460.92,418.4368,601.274615,2.0,10,1,1.0
A628749517721702664,248.0,2,1.0,0.0,1.0,19,15958.36,204.594359,433.598807,6.0,0,1,1.0
A631786518129676552,-69.0,1,1.0,0.0,0.0,0,7154.0,3577.0,15.5563491,1.0,0,1,1.0
A636910166826029064,265.0,1,1.0,0.0,1.0,21,16500.15,183.335,172.304627,7.0,0,1,1.0
A638071255282487304,363.0,1,1.0,0.0,0.0,0,111.0,27.75,47.6890972,1.0,0,1,1.0
A637239334579212296,304.0,1,1.0,0.0,0.0,30,579.9,115.98,97.1483504,1.0,0,1,1.0
A630183056094793992,329.0,2,1.0,0.0,1.0,24,6696.1,121.747272,134.454049,10.0,0,1,1.0
A625644108710416648,-68.0,1,0.5,0.5,1.0,26,26512.34,1559.54941,1868.96881,1.0,0,1,1.0
A631642814848962568,-50.0,3,1.0,0.0,0.0,0,6764.0,1127.33333,1058.00466,1.0,0,1,1.0
A635961714558374152,208.0,2,0.5,0.5,1.0,28,553.6,110.72,91.2034374,1.0,0,1,1.0
A634397693535326472,829.0,2,0.66666666,0.33333333,0.0,0,10755.8,632.694117,1019.68487,2.0,0,1,1.0
A635960427292922120,127.0,2,1.0,0.0,0.0,0,1814.36,69.7830769,48.3679568,7.0,0,1,1.0
A628217677877350408,603.0,2,0.0,1.0,1.0,0,152.35,50.7833333,1.48688712,2.0,0,1,1.0
A620223901682634760,-92.0,2,0.5,0.5,1.0,28,25091.8,1792.27142,1557.19157,1.0,0,1,1.0
A634604620034871560,-33.0,2,1.0,0.0,1.0,21,46465.86,354.701221,952.885599,6.0,22,1,1.0
A631038725995892744,-86.0,3,0.66666666,0.33333333,1.0,37,15450.3,359.309302,437.424224,1.0,0,1,1.0
A632532278769094920,270.0,1,1.0,0.0,0.0,0,355.0,118.333333,26.6520793,1.0,0,1,1.0
A622137448914227464,348.0,1,1.0,0.0,1.0,23,5624.3,401.735714,747.839849,6.0,0,1,1.0
A631733575250612232,25.0,1,1.0,0.0,0.0,0,218.9,72.9666666,58.991553,1.0,0,1,1.0
A625106224572010760,395.0,3,0.66666666,0.33333333,1.0,41,27623.71,201.632919,419.912851,4.0,13,1,1.0
A622539058538614792,-114.0,3,0.5,0.5,0.0,22,33267.3,250.130075,692.578791,8.0,0,1,1.0
A634829403188105480,-56.0,3,0.33333333,0.66666666,1.0,24,6442.3,230.082142,676.531411,1.0,0,1,1.0
A617136978160259080,737.0,2,0.5,0.5,1.0,33,11880.54,247.51125,465.495186,7.0,0,1,1.0
A622104422972919816,-116.0,2,1.0,0.0,1.0,41,41914.42,460.598022,799.939708,8.0,1,1,1.0
A623614453539148040,-140.0,1,1.0,0.0,1.0,30,475.0,237.5,215.667568,2.0,0,1,1.0
A628030370452869384,146.0,1,1.0,0.0,0.0,0,832.0,277.333333,324.049893,1.0,0,1,1.0
A627587649527353352,-4.0,1,1.0,0.0,0.0,0,7565.98,116.399692,47.5404545,1.0,0,1,1.0
A627507245264933128,260.0,5,0.16666666,0.83333333,1.0,49,6830.0,1707.5,1576.4239,2.0,0,1,1.0
A628150843404718344,340.0,1,1.0,0.0,1.0,0,3168.09,75.4307142,70.735933,2.0,0,1,1.0
A630788259525431560,-59.0,2,0.33333333,0.66666666,0.0,0,30512.12,635.669166,1221.0671,4.0,30,1,1.0
A625101221975298312,-90.0,7,0.375,0.625,0.0,0,44425.04,308.507222,505.468859,2.0,0,1,1.0
A634884023864266760,-60.0,2,1.0,0.0,1.0,36,18116.1,566.128125,1114.7185,1.0,0,1,1.0
A630183246239371272,621.0,2,0.5,0.5,0.0,0,14115.71,198.812816,404.560521,8.0,0,1,1.0
A631717043267178760,323.0,1,1.0,0.0,0.0,0,6788.94,969.848571,2526.32328,2.0,0,1,1.0
A627371270299717640,156.0,2,0.5,0.5,0.0,0,3544.1,110.753125,101.905766,3.0,3,1,1.0
A631613610245754888,196.0,1,1.0,0.0,0.0,0,6403.0,1280.6,1586.0086,1.0,0,1,1.0
A635357899014541320,-34.0,1,1.0,0.0,0.0,32,5918.7,739.8375,1803.09438,1.0,0,1,1.0
A633939165016232200,313.0,2,1.0,0.0,0.0,0,4860.79,101.266458,58.9173506,6.0,7,1,1.0
A626637720931799304,100.0,2,0.5,0.5,0.0,0,6449.8,806.225,1600.15632,2.0,0,1,1.0
A635348487491293448,801.0,5,0.2,0.8,1.0,33,17723.7,268.540909,783.157639,5.0,0,1,1.0
A633137790296526856,275.0,1,1.0,0.0,1.0,0,12449.03,377.243333,642.946754,2.0,0,1,1.0
A620053353086325000,-92.0,4,1.0,0.0,0.0,23,23244.4,860.903703,1775.4257,3.0,8,1,1.0
A624721356948246792,-37.0,2,0.66666666,0.33333333,1.0,27,20.0,6.66666666,2.88675134,1.0,0,1,1.0
A625287071744921608,27.0,1,1.0,0.0,0.0,0,11038.28,187.089491,234.510026,2.0,0,1,1.0
A634686722352877576,290.0,2,0.33333333,0.66666666,0.0,25,1037.9,172.983333,156.382485,1.0,0,1,1.0
A630817501801877768,192.0,1,1.0,0.0,0.0,0,834.0,208.5,81.8148315,2.0,0,1,1.0
A619446897504948488,-32.0,3,0.66666666,0.33333333,0.0,0,51.42,25.71,19.502005,1.0,0,1,1.0
A627239288186081288,698.0,3,0.33333333,0.66666666,0.0,0,82812.59,608.916102,1045.06882,10.0,0,1,1.0
A622896157722415112,118.0,1,0.5,0.5,0.0,0,135.0,67.5,58.6898628,1.0,0,1,1.0
A621550168944152584,228.0,1,1.0,0.0,1.0,0,15511.0,969.4375,738.772334,1.0,6,1,1.0
A627304351714512904,201.0,2,1.0,0.0,0.0,0,293.0,58.6,81.1868215,1.0,0,1,1.0
A624605837444255752,346.0,2,0.5,0.5,0.0,0,16687.5,439.144736,1063.64562,2.0,5,1,1.0
A617051007855104264,168.0,1,0.5,0.5,0.0,0,178.9,89.45,6.4346717,1.0,0,1,1.0
A617300769967706120,-80.0,2,1.0,0.0,0.0,0,1751.8,103.047058,91.3243472,3.0,0,1,1.0
A621436929849692424,109.0,1,1.0,0.0,1.0,24,721.4,72.14,18.0862255,2.0,2,1,1.0
A630335889653895176,321.0,1,0.0,1.0,1.0,21,10716.4,261.375609,779.494183,2.0,11,1,1.0
A633904468156485896,1.0,3,0.66666666,0.33333333,0.0,0,46033.13,1841.3252,1898.18779,2.0,12,1,1.0
A635425531965214728,-33.0,1,1.0,0.0,0.0,0,39.4,19.7,6.78822509,1.0,0,1,1.0
A636136753509437448,320.0,1,1.0,0.0,1.0,30,2356.98,589.245,1043.21712,3.0,0,1,1.0
A636544410984648712,337.0,3,0.5,0.5,1.0,21,949.4,67.8142857,55.3882083,1.0,0,1,1.0
A634481586183606536,310.0,2,0.5,0.5,1.0,21,1970.6,197.06,322.111906,2.0,2,1,1.0
A624415163394560264,836.0,1,0.0,1.0,0.0,36,88.81,44.405,19.5232182,1.0,0,1,1.0
A634567283909333000,-25.0,1,1.0,0.0,0.0,0,12302.9,1230.29,1641.61783,1.0,3,1,1.0
A620142684094337288,358.0,1,0.5,0.5,0.0,21,59572.05,82.8540333,312.516834,4.0,0,1,1.0
A623236162634387720,162.0,2,0.33333333,0.66666666,1.0,38,797.8,113.971428,103.325403,1.0,0,1,1.0
A637625929828405256,168.0,1,1.0,0.0,0.0,0,57.9,28.95,1.34350288,1.0,0,1,1.0
A630393025293455624,191.0,1,0.5,0.5,0.0,0,44.0,22.0,2.82842712,1.0,0,1,1.0
A634716622782730248,-74.0,3,0.66666666,0.33333333,0.0,41,14223.75,134.18632,185.024022,7.0,21,1,1.0
A622891569254502408,314.0,1,0.5,0.5,1.0,23,1060.9,176.816666,103.64575,1.0,0,1,1.0
A618547469487181832,-100.0,5,0.42857142,0.57142857,1.0,23,8487.8,257.20606,925.318218,2.0,3,1,1.0
A631569952876269832,-17.0,1,1.0,0.0,0.0,0,3722.94,310.245,760.251408,1.0,0,1,1.0
A634753763596308744,-56.0,2,1.0,0.0,0.0,0,114.0,57.0,59.3969696,1.0,0,1,1.0
A637587700089622536,213.0,2,1.0,0.0,0.0,0,2836.0,283.6,243.789162,1.0,0,1,1.0
A633106419435966728,-39.0,5,0.28571428,0.71428571,0.0,0,9986.2,277.394444,728.776243,2.0,0,1,1.0
A623772369000861704,255.0,1,1.0,0.0,0.0,24,7086.84,885.855,1616.097,1.0,0,1,1.0
A635375156579012872,91.0,1,0.5,0.5,0.0,2,15517.78,862.098888,2096.81694,2.0,0,1,1.0
A619685796068200456,747.0,1,1.0,0.0,0.0,0,6211.0,2070.33333,2969.29963,3.0,0,1,1.0
A633209290722643976,58.0,3,1.0,0.0,0.0,0,5854.9,278.804761,430.461364,2.0,0,1,1.0
A635268366336004360,136.0,1,1.0,0.0,1.0,24,2498.88,499.776,1005.79309,2.0,0,1,1.0
A637505863430443272,-52.0,1,1.0,0.0,0.0,0,6374.4,1274.88,2808.56921,2.0,0,1,1.0
A638176355824963848,29.0,2,1.0,0.0,0.0,0,127.0,63.5,34.6482322,1.0,0,1,1.0
A635536997112352776,455.0,5,0.66666666,0.33333333,1.0,27,4766.06,95.3212,148.21252,11.0,0,1,1.0
A621682841549279240,285.0,3,0.66666666,0.33333333,1.0,28,1420.1,118.341666,86.333007,2.0,0,1,1.0
A628125408876826888,417.0,1,1.0,0.0,0.0,0,988.0,123.5,119.895192,3.0,0,1,1.0
A636707950051725320,250.0,2,1.0,0.0,1.0,22,10633.9,1772.31666,1852.32825,2.0,0,1,1.0
A633029653514162440,195.0,1,1.0,0.0,0.0,0,577.0,115.4,91.5330541,2.0,0,1,1.0
A628763900040450312,-2.0,2,1.0,0.0,0.0,25,904.0,452.0,490.732106,1.0,0,1,1.0
A625256463526268936,-37.0,1,1.0,0.0,0.0,0,3835.32,295.024615,640.10397,4.0,0,1,1.0
A632557689221681416,-48.0,2,1.0,0.0,1.0,19,3150.72,90.0205714,254.734595,4.0,0,1,1.0
A629484591350026504,198.0,1,1.0,0.0,0.0,0,5439.2,194.257142,477.489655,3.0,0,1,1.0
A635301400238100488,-75.0,5,0.5,0.5,1.0,30,67407.01,416.092654,1185.11355,6.0,143,1,1.0
A638440921842585864,168.0,1,1.0,0.0,0.0,0,406.0,101.5,86.01744,1.0,0,1,1.0
A633994908977336584,64.0,3,0.66666666,0.33333333,0.0,0,394.0,98.5,63.0,1.0,0,1,1.0
A627321526986739720,136.0,1,1.0,0.0,0.0,0,616.2,154.05,112.144594,1.0,0,1,1.0
A634791140087828744,42.0,1,1.0,0.0,0.0,0,227.0,113.5,21.9203102,1.0,0,1,1.0
A636618211332198408,-79.0,2,1.0,0.0,0.0,0,33909.62,506.113731,957.381661,8.0,10,1,1.0
A626507775228252168,332.0,1,1.0,0.0,1.0,0,3718.12,464.765,427.885309,3.0,0,1,1.0
A617153464241229832,-21.0,2,1.0,0.0,0.0,0,18716.12,3119.35333,2680.23295,1.0,0,1,1.0
A625296740890710024,-97.0,1,1.0,0.0,1.0,38,2069.92,73.9257142,71.102506,4.0,0,1,1.0
A631081378821181448,326.0,1,0.0,1.0,0.0,0,582.0,291.0,59.3969696,1.0,0,1,1.0
A628078046829613064,-91.0,2,1.0,0.0,1.0,28,10596.7,246.434883,455.991225,8.0,0,1,1.0
A630188878669549832,571.0,1,1.0,0.0,0.0,0,7324.0,3662.0,5002.07337,1.0,0,1,1.0
A620145253986341128,-86.0,2,0.66666666,0.33333333,1.0,25,15577.8,331.442553,1031.89091,6.0,2,1,1.0
A634526055461294344,429.0,6,0.33333333,0.66666666,0.0,0,71482.4,443.990062,1150.4115,8.0,0,1,1.0
A618099293995143432,69.0,2,0.33333333,0.66666666,0.0,0,7463.5,1066.21428,2353.94337,4.0,0,1,1.0
A628899807594811400,255.0,1,1.0,0.0,0.0,0,5585.0,1861.66666,1556.33233,1.0,0,1,1.0
A621360471940796680,226.0,1,1.0,0.0,0.0,20,9444.46,181.62423,657.19123,5.0,0,1,1.0
A626169160635781384,402.0,2,0.33333333,0.66666666,0.0,0,4782.3,183.934615,355.769873,1.0,0,1,1.0
A636911487142596872,-61.0,4,0.5,0.5,0.0,31,29079.49,151.455677,205.673485,11.0,28,1,1.0
A619926685533343752,-144.0,3,0.75,0.25,0.0,0,28241.23,276.874803,1077.35847,5.0,0,1,1.0
A637584741201088520,156.0,3,0.33333333,0.66666666,0.0,0,11159.2,1014.47272,1739.91882,3.0,0,1,1.0
A625322616726491400,187.0,2,0.5,0.5,0.0,0,7879.8,328.325,390.391718,1.0,0,1,1.0
A629873680565932296,191.0,2,1.0,0.0,0.0,0,11398.3,211.079629,787.817248,3.0,0,1,1.0
A617530923113517320,702.0,2,0.5,0.5,0.0,0,34556.9,822.783333,1144.69459,2.0,0,1,1.0
A630338928544583688,377.0,1,1.0,0.0,0.0,0,6.0,3.0,2.82842712,1.0,0,1,1.0
A626881309750333448,-18.0,2,1.0,0.0,1.0,35,10.0,1.0,0.0,1.0,0,1,1.0
A638298642721018120,150.0,1,1.0,0.0,0.0,0,198.0,99.0,0.0,1.0,0,1,1.0
A636833268901089288,-3.0,2,1.0,0.0,0.0,0,1262.8,180.4,323.774072,2.0,4,1,1.0
A617102740450971656,649.0,5,0.66666666,0.33333333,1.0,22,18375.4,556.830303,767.10983,4.0,0,1,1.0
A631968185549066504,775.0,1,0.0,1.0,1.0,0,2697.05,96.3232142,85.6183083,5.0,0,1,1.0
A635244275218518024,439.0,2,0.33333333,0.66666666,1.0,27,21493.8,716.46,1678.72227,3.0,0,1,1.0
A626704258212827400,-51.0,2,1.0,0.0,1.0,19,18226.46,331.390181,703.747007,10.0,0,1,1.0
A637040652831428872,598.0,4,0.75,0.25,0.0,0,13844.78,288.432916,651.513173,14.0,0,1,1.0
A625634109800059144,-27.0,1,1.0,0.0,1.0,29,211.0,105.5,14.8492424,1.0,0,1,1.0
A633942683861127176,-13.0,2,1.0,0.0,0.0,0,107.0,53.5,6.36396103,1.0,0,1,1.0
A638049396834963720,-26.0,1,1.0,0.0,0.0,0,8803.35,125.762142,364.851431,7.0,0,1,1.0
A622799481758290184,-14.0,3,0.33333333,0.66666666,0.0,0,5108.6,851.433333,1275.61018,2.0,0,1,1.0
A624016135272009992,152.0,4,1.0,0.0,1.0,32,4035.4,201.77,392.554723,2.0,0,1,1.0
A627425372517961992,139.0,1,1.0,0.0,0.0,0,478.0,239.0,183.847763,1.0,0,1,1.0
A618980234670117128,128.0,1,1.0,0.0,1.0,20,6101.0,435.785714,1626.81918,1.0,1,1,1.0
A635545131780411400,-64.0,4,0.25,0.75,0.0,0,5787.8,2893.9,3951.45411,1.0,0,1,1.0
A635675878092705800,192.0,2,1.0,0.0,0.0,0,7361.0,1840.25,1187.23077,1.0,0,1,1.0
A627611932492304648,-122.0,1,1.0,0.0,0.0,21,6368.7,374.629411,853.38205,1.0,1,1,1.0
A632327731454939400,952.0,2,0.66666666,0.33333333,0.0,0,9856.17,131.4156,147.342671,3.0,0,1,1.0
A630305976037150728,-25.0,3,0.5,0.5,0.0,0,13667.1,379.641666,775.755668,3.0,0,1,1.0
A635205223245156360,-6.0,2,1.0,0.0,0.0,0,2807.98,1403.99,1971.42784,2.0,0,1,1.0
A620619603663393032,110.0,3,0.33333333,0.66666666,0.0,0,2279.5,379.916666,302.858345,2.0,0,1,1.0
A631923484594802952,-81.0,1,1.0,0.0,0.0,0,54582.95,354.43474,787.951922,7.0,6,1,1.0
A636780252311326984,230.0,1,1.0,0.0,0.0,0,331.0,66.2,61.9007269,1.0,0,1,1.0
A622155545725374728,132.0,1,1.0,0.0,1.0,20,9774.5,514.447368,459.471081,4.0,0,1,1.0
A623584590371491848,-38.0,5,0.2,0.8,0.0,0,8698.4,621.314285,945.810605,1.0,0,1,1.0
A625154308769321224,-15.0,1,1.0,0.0,0.0,0,1920.0,640.0,277.128129,1.0,0,1,1.0
A637084606117449992,-51.0,7,0.63636363,0.36363636,0.0,24,10415.58,267.066153,827.57017,1.0,0,1,1.0
A635442702581764360,-64.0,2,1.0,0.0,0.0,0,3763.39,134.406785,277.363484,3.0,0,1,1.0
A626921178539233288,50.0,1,1.0,0.0,0.0,0,210.0,70.0,36.7559519,1.0,0,1,1.0
A620067710910337032,233.0,2,1.0,0.0,0.0,0,155.0,17.2222222,32.2249041,1.0,0,1,1.0
A631698337845743624,-4.0,2,1.0,0.0,0.0,26,8206.51,190.849069,225.077768,1.0,0,1,1.0
A620850186498871304,117.0,2,1.0,0.0,0.0,0,347.0,173.5,34.6482322,1.0,0,1,1.0
A617901926683513096,-104.0,1,1.0,0.0,0.0,0,1995.0,997.5,1171.67593,1.0,0,1,1.0
A633849994146746376,-56.0,2,1.0,0.0,1.0,34,53258.93,783.219558,1182.73099,4.0,0,1,1.0
A636821290497347848,168.0,1,1.0,0.0,0.0,0,139.0,69.5,96.873629,1.0,0,1,1.0
A637553991936380936,4.0,1,1.0,0.0,1.0,31,6234.1,230.892592,404.687237,3.0,0,1,1.0
A624040031647961096,449.0,2,1.0,0.0,1.0,26,33292.9,2080.80625,3071.57556,1.0,0,1,1.0
A631259268531621896,199.0,1,1.0,0.0,0.0,0,11533.4,524.245454,1328.38486,3.0,0,1,1.0
A633801230069534984,412.0,1,1.0,0.0,1.0,0,6190.7,229.285185,894.127365,1.0,0,1,1.0
A619228651375825160,-29.0,2,0.5,0.5,1.0,30,3379.0,1126.33333,1795.00455,1.0,0,1,1.0
A618092214454587400,-73.0,2,1.0,0.0,1.0,0,21784.99,90.0206198,15.6647727,1.0,0,1,1.0
A635382593960808712,489.0,7,0.33333333,0.66666666,1.0,36,29625.64,673.31,966.844883,3.0,16,1,1.0
A632575108073918472,195.0,4,0.5,0.5,0.0,0,6375.0,2125.0,975.144604,1.0,0,1,1.0
A633158778048483336,675.0,4,0.6,0.4,1.0,35,7491.3,440.664705,1320.78216,3.0,0,1,1.0
A633239988875563272,99.0,1,1.0,0.0,0.0,0,386.0,55.1428571,32.0506815,2.0,0,1,1.0
A638043593830830344,788.0,4,0.66666666,0.33333333,1.0,33,17097.3,244.247142,310.916157,4.0,0,1,1.0
A620227145834172680,333.0,1,1.0,0.0,0.0,0,676.9,75.2111111,51.0742215,1.0,0,1,1.0
A618013218295517448,81.0,4,0.25,0.75,1.0,0,4724.0,262.444444,610.735959,2.0,0,1,1.0
A624782617769676808,-11.0,1,0.0,1.0,0.0,0,4394.76,219.738,542.109894,2.0,33,1,1.0
A635556541025489160,-2.0,2,1.0,0.0,0.0,0,45584.82,281.387777,877.942435,3.0,0,1,1.0
A638510593971589128,328.0,4,1.0,0.0,0.0,0,15983.9,1997.9875,2569.16938,1.0,0,1,1.0
A634641510154899464,-25.0,2,1.0,0.0,0.0,24,1164.1,89.5461538,98.7717116,2.0,0,1,1.0
A632679679026794504,-27.0,2,1.0,0.0,1.0,29,43835.46,1328.34727,1221.31073,1.0,8,1,1.0
A628627009827770376,258.0,2,0.66666666,0.33333333,0.0,0,9732.78,442.39909,514.992879,2.0,0,1,1.0
A636092500406177800,99.0,1,1.0,0.0,0.0,0,14437.94,401.053888,1290.22777,1.0,0,1,1.0
A618605080324608264,704.0,5,0.16666666,0.83333333,0.0,0,9194.0,459.7,809.577704,4.0,0,1,1.0
A631677726230581512,342.0,2,1.0,0.0,0.0,0,98.0,3.16129032,3.38719917,1.0,0,1,1.0
A638367375007158280,-51.0,2,0.5,0.5,0.0,0,18.75,6.25,2.77128129,1.0,0,1,1.0
A634524183199486216,212.0,1,0.0,1.0,0.0,0,21245.44,337.229206,1515.90844,2.0,0,1,1.0
A622348603599360264,-46.0,2,0.66666666,0.33333333,0.0,0,3777.4,179.87619,181.211437,3.0,0,1,1.0
A628984146827415816,196.0,1,1.0,0.0,0.0,0,10072.58,114.461136,165.485013,4.0,3,1,1.0
A623788398875774984,-162.0,1,1.0,0.0,0.0,0,189.4,47.35,26.7333125,1.0,0,1,1.0
